              3D.DAT Grid Points
      X           Y        Longitude    Latitude
    (km)        (km)        (deg E)     (deg N)
     296.450       3.829      20.785      47.727
     298.454       3.796      20.812      47.727
     300.459       3.764      20.839      47.726
     302.463       3.722      20.866      47.725
     304.467       3.692      20.892      47.725
     306.472       3.651      20.919      47.724
     308.484       3.611      20.946      47.723
     310.489       3.583      20.972      47.723
     312.493       3.544      20.999      47.722
     314.498       3.506      21.026      47.721
     316.503       3.469      21.053      47.721
     318.508       3.432      21.079      47.720
     320.513       3.396      21.106      47.719
     322.517       3.361      21.133      47.718
     324.522       3.327      21.159      47.718
     326.527       3.293      21.186      47.717
     328.540       3.249      21.213      47.716
     330.545       3.217      21.240      47.715
     332.551       3.174      21.266      47.715
     334.556       3.143      21.293      47.714
     336.561       3.101      21.320      47.713
     338.566       3.072      21.346      47.713
     340.572       3.032      21.373      47.712
     342.577       2.993      21.400      47.711
     344.583       2.965      21.427      47.710
     346.588       2.928      21.453      47.709
     348.594       2.890      21.480      47.709
     350.600       2.854      21.507      47.708
     352.606       2.818      21.533      47.707
     354.612       2.783      21.560      47.706
     356.618       2.749      21.587      47.705
     358.616       2.704      21.613      47.704
     360.622       2.671      21.640      47.704
     362.628       2.639      21.667      47.703
     364.635       2.596      21.693      47.702
     366.641       2.565      21.720      47.701
     368.647       2.524      21.747      47.700
     370.653       2.495      21.774      47.700
     372.660       2.455      21.800      47.699
     374.667       2.416      21.827      47.698
     376.673       2.378      21.854      47.697
     378.672       2.340      21.880      47.696
     380.679       2.314      21.907      47.695
     382.686       2.278      21.934      47.694
     384.693       2.242      21.960      47.693
     386.700       2.196      21.987      47.692
     388.707       2.162      22.014      47.691
     390.706       2.128      22.040      47.690
     392.713       2.096      22.067      47.690
     394.721       2.052      22.094      47.689
     396.728       2.021      22.120      47.688
     398.728       1.979      22.147      47.687
     400.735       1.949      22.174      47.686
     402.743       1.909      22.200      47.685
     404.750       1.880      22.227      47.684
     406.751       1.841      22.254      47.683
     408.758       1.803      22.280      47.682
     410.766       1.766      22.307      47.681
     412.767       1.729      22.334      47.680
     414.775       1.693      22.360      47.679
     416.783       1.657      22.387      47.678
     418.783       1.622      22.414      47.677
     420.791       1.588      22.440      47.676
     422.800       1.555      22.467      47.675
     424.801       1.511      22.494      47.674
      -4.352      11.314      16.774      47.769
      -2.343      11.275      16.801      47.769
      -0.341      11.238      16.827      47.769
       1.668      11.201      16.854      47.770
       3.670      11.165      16.881      47.770
       5.679      11.130      16.907      47.770
       7.681      11.095      16.934      47.771
       9.689      11.050      16.961      47.771
      11.699      11.017      16.988      47.771
      13.700      10.984      17.014      47.771
      15.709      10.941      17.041      47.772
      17.711      10.910      17.068      47.772
      19.719      10.868      17.095      47.772
      21.721      10.839      17.122      47.772
      23.730      10.799      17.148      47.773
      25.731      10.759      17.175      47.773
      27.740      10.720      17.202      47.773
      29.741      10.683      17.229      47.773
      31.751      10.656      17.255      47.773
      33.759      10.620      17.282      47.774
      35.760      10.573      17.309      47.774
      37.769      10.537      17.336      47.774
      39.771      10.503      17.362      47.774
      41.779      10.469      17.389      47.774
      43.781      10.436      17.416      47.775
      45.790      10.393      17.443      47.775
      47.798      10.361      17.469      47.775
      49.799      10.319      17.496      47.775
      51.808      10.289      17.523      47.775
      53.810      10.248      17.550      47.775
      55.818      10.208      17.576      47.775
      57.819      10.169      17.603      47.776
      59.828      10.141      17.630      47.776
      61.837      10.103      17.657      47.776
      63.838      10.067      17.683      47.776
      65.847      10.030      17.710      47.776
      67.848       9.994      17.737      47.776
      69.857       9.959      17.764      47.776
      71.865       9.914      17.791      47.776
      73.866       9.880      17.817      47.776
      75.875       9.848      17.844      47.776
      77.876       9.804      17.871      47.776
      79.885       9.773      17.897      47.777
      81.886       9.731      17.924      47.777
      83.894       9.701      17.951      47.777
      85.903       9.660      17.978      47.777
      87.904       9.620      18.004      47.777
      89.913       9.592      18.031      47.777
      91.914       9.554      18.058      47.777
      93.922       9.516      18.085      47.777
      95.931       9.479      18.112      47.777
      97.932       9.443      18.138      47.777
      99.941       9.407      18.165      47.777
     101.942       9.373      18.192      47.777
     103.950       9.327      18.219      47.777
     105.959       9.294      18.245      47.777
     107.960       9.261      18.272      47.777
